employee_name,hours_worked,meetings_per_day,stress_score,sleep_hours,productivity_drop,overtime_hours,workload_level,job_satisfaction,burnout,burnout_probability,risk_level
Employee 292,10.0,5.0,6.0,7.0,5.0,3.0,4.0,4.0,0,47.0,Medium
Employee 293,13.0,6.0,8.0,6.0,7.0,4.0,8.0,3.0,1,69.0,High
Employee 294,11.0,3.0,7.0,6.0,7.0,4.0,7.0,3.0,1,72.0,High
Employee 295,13.0,6.0,7.0,6.0,7.0,4.0,8.0,3.0,1,73.0,High
Employee 296,13.0,6.0,8.0,6.0,7.0,4.0,8.0,2.0,1,72.0,High
Employee 297,11.0,3.0,7.0,6.0,6.0,3.0,6.0,4.0,1,58.0,Medium
Employee 298,10.0,3.0,4.0,8.0,4.0,2.0,5.0,6.0,0,38.0,Medium
Employee 299,9.0,2.0,5.0,8.0,4.0,2.0,4.0,6.0,0,36.0,Medium
Employee 300,10.0,3.0,4.0,8.0,3.0,2.0,5.0,6.0,0,32.0,Low
Employee 301,8.0,2.0,5.0,8.0,4.0,2.0,3.0,6.0,0,35.0,Medium
Employee 302,13.0,6.0,9.0,5.0,8.0,4.0,8.0,1.0,1,83.0,High
Employee 303,12.0,6.0,8.0,6.0,7.0,4.0,7.0,2.0,1,73.0,High
Employee 304,7.0,1.0,2.0,9.0,2.0,1.0,2.0,8.0,0,15.0,Low
Employee 305,10.0,3.0,4.0,8.0,3.0,2.0,5.0,6.0,0,30.0,Low
Employee 306,8.0,2.0,7.0,7.0,5.0,2.0,3.0,4.0,0,47.0,Medium
Employee 307,11.0,6.0,7.0,6.0,7.0,3.0,6.0,3.0,1,68.0,High
Employee 308,14.0,7.0,10.0,5.0,9.0,5.0,10.0,1.0,1,87.0,High
Employee 309,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,40.0,Medium
Employee 310,8.0,2.0,5.0,7.0,4.0,2.0,3.0,5.0,0,43.0,Medium
Employee 311,12.0,6.0,8.0,6.0,6.0,4.0,7.0,3.0,1,64.0,Medium
Employee 312,9.0,3.0,3.0,8.0,3.0,2.0,3.0,7.0,0,26.0,Low
Employee 313,9.0,3.0,7.0,6.0,6.0,3.0,4.0,3.0,1,59.0,Medium
Employee 314,11.0,3.0,7.0,6.0,5.0,3.0,6.0,4.0,1,52.0,Medium
Employee 315,10.0,3.0,7.0,6.0,6.0,3.0,5.0,4.0,1,56.0,Medium
Employee 316,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,56.0,Medium
Employee 317,9.0,2.0,6.0,7.0,5.0,2.0,4.0,4.0,1,53.0,Medium
Employee 318,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,40.0,Medium
Employee 319,9.0,3.0,4.0,8.0,3.0,2.0,4.0,6.0,0,31.0,Low
Employee 320,10.0,2.0,7.0,7.0,5.0,3.0,5.0,4.0,1,54.0,Medium
Employee 321,11.0,3.0,8.0,6.0,6.0,3.0,6.0,4.0,1,55.0,Medium
Employee 322,8.0,2.0,4.0,8.0,2.0,1.0,2.0,7.0,0,22.0,Low
Employee 323,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,40.0,Medium
Employee 324,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,64.0,Medium
Employee 325,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,0,48.0,Medium
Employee 326,8.0,2.0,5.0,7.0,4.0,2.0,3.0,5.0,0,39.0,Medium
Employee 327,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,40.0,Medium
Employee 328,9.0,3.0,6.0,7.0,5.0,3.0,4.0,4.0,0,49.0,Medium
Employee 329,8.0,3.0,4.0,8.0,3.0,1.0,2.0,7.0,0,29.0,Low
Employee 330,10.0,3.0,6.0,7.0,4.0,3.0,5.0,5.0,0,41.0,Medium
Employee 331,10.0,3.0,6.0,7.0,4.0,3.0,5.0,5.0,0,37.0,Medium
Employee 332,11.0,5.0,9.0,6.0,7.0,4.0,6.0,2.0,1,68.0,High
Employee 333,10.0,3.0,7.0,6.0,6.0,3.0,5.0,4.0,1,58.0,Medium
Employee 334,11.0,3.0,7.0,7.0,6.0,3.0,6.0,4.0,1,55.0,Medium
Employee 335,9.0,3.0,7.0,7.0,5.0,2.0,3.0,4.0,1,50.0,Medium
Employee 336,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,44.0,Medium
Employee 337,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,37.0,Medium
Employee 338,12.0,5.0,6.0,7.0,6.0,3.0,7.0,4.0,1,62.0,Medium
Employee 339,9.0,3.0,7.0,7.0,6.0,3.0,4.0,4.0,1,57.0,Medium
Employee 340,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,37.0,Medium
Employee 341,9.0,2.0,5.0,7.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 342,11.0,6.0,7.0,6.0,6.0,3.0,6.0,4.0,1,55.0,Medium
Employee 343,9.0,3.0,6.0,7.0,6.0,3.0,4.0,4.0,1,61.0,Medium
Employee 344,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,20.0,Low
Employee 345,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,20.0,Low
Employee 346,8.0,2.0,4.0,8.0,2.0,2.0,3.0,7.0,0,17.0,Low
Employee 347,9.0,3.0,5.0,7.0,5.0,2.0,4.0,5.0,0,47.0,Medium
Employee 348,7.0,1.0,3.0,9.0,1.0,1.0,1.0,8.0,0,12.0,Low
Employee 349,11.0,5.0,8.0,6.0,6.0,4.0,6.0,3.0,1,65.0,Medium
Employee 350,10.0,5.0,6.0,7.0,4.0,2.0,4.0,5.0,0,42.0,Medium
Employee 351,7.0,2.0,4.0,8.0,3.0,1.0,1.0,7.0,0,28.0,Low
Employee 352,10.0,3.0,7.0,7.0,7.0,3.0,5.0,3.0,1,67.0,High
Employee 353,14.0,7.0,9.0,5.0,9.0,5.0,9.0,1.0,1,88.0,High
Employee 354,8.0,2.0,4.0,8.0,3.0,2.0,3.0,7.0,0,29.0,Low
Employee 355,10.0,3.0,7.0,7.0,6.0,3.0,5.0,4.0,1,60.0,Medium
Employee 356,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,17.0,Low
Employee 357,8.0,2.0,2.0,9.0,1.0,1.0,2.0,9.0,0,8.0,Low
Employee 358,9.0,3.0,5.0,7.0,5.0,2.0,4.0,5.0,0,48.0,Medium
Employee 359,9.0,3.0,7.0,6.0,5.0,3.0,4.0,4.0,1,51.0,Medium
Employee 360,7.0,1.0,4.0,8.0,3.0,2.0,2.0,6.0,0,30.0,Low
Employee 361,9.0,3.0,7.0,6.0,5.0,3.0,4.0,4.0,1,54.0,Medium
Employee 362,13.0,6.0,8.0,6.0,7.0,4.0,8.0,2.0,1,74.0,High
Employee 363,8.0,2.0,3.0,8.0,3.0,2.0,3.0,7.0,0,29.0,Low
Employee 364,11.0,5.0,7.0,6.0,5.0,3.0,6.0,4.0,1,52.0,Medium
Employee 365,11.0,5.0,7.0,7.0,5.0,3.0,6.0,4.0,0,46.0,Medium
Employee 366,8.0,2.0,5.0,8.0,4.0,2.0,3.0,6.0,0,37.0,Medium
Employee 367,9.0,2.0,5.0,8.0,4.0,2.0,4.0,6.0,0,36.0,Medium
Employee 368,10.0,3.0,5.0,8.0,4.0,2.0,5.0,6.0,0,39.0,Medium
Employee 369,11.0,3.0,9.0,6.0,7.0,4.0,6.0,2.0,1,70.0,High
Employee 370,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,38.0,Medium
Employee 371,14.0,7.0,9.0,5.0,9.0,5.0,9.0,1.0,1,88.0,High
Employee 372,8.0,2.0,4.0,8.0,2.0,1.0,2.0,7.0,0,22.0,Low
Employee 373,11.0,5.0,7.0,6.0,6.0,3.0,6.0,3.0,1,63.0,Medium
Employee 374,10.0,3.0,7.0,6.0,7.0,3.0,5.0,3.0,1,66.0,High
Employee 375,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,0,49.0,Medium
Employee 376,8.0,2.0,5.0,7.0,4.0,2.0,2.0,5.0,0,44.0,Medium
Employee 377,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,45.0,Medium
Employee 378,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,20.0,Low
Employee 379,14.0,7.0,9.0,5.0,8.0,5.0,10.0,2.0,1,75.0,High
Employee 380,7.0,2.0,3.0,9.0,1.0,1.0,1.0,8.0,0,9.0,Low
Employee 381,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,39.0,Medium
Employee 382,9.0,3.0,2.0,9.0,1.0,2.0,4.0,8.0,0,14.0,Low
Employee 383,12.0,5.0,6.0,7.0,6.0,3.0,7.0,4.0,1,55.0,Medium
Employee 384,7.0,2.0,3.0,8.0,2.0,1.0,1.0,7.0,0,20.0,Low
Employee 385,12.0,5.0,8.0,6.0,7.0,4.0,7.0,3.0,1,66.0,High
Employee 386,8.0,2.0,5.0,8.0,4.0,2.0,3.0,6.0,0,38.0,Medium
Employee 387,9.0,3.0,7.0,7.0,5.0,3.0,4.0,4.0,0,46.0,Medium
Employee 388,8.0,2.0,5.0,8.0,4.0,2.0,3.0,5.0,0,43.0,Medium
Employee 389,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,1,51.0,Medium
Employee 390,9.0,3.0,7.0,7.0,5.0,3.0,4.0,4.0,1,50.0,Medium
Employee 391,10.0,3.0,6.0,7.0,6.0,3.0,5.0,4.0,1,55.0,Medium
Employee 392,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,50.0,Medium
Employee 393,8.0,2.0,6.0,7.0,5.0,2.0,2.0,5.0,0,48.0,Medium
Employee 394,10.0,3.0,8.0,6.0,6.0,3.0,5.0,3.0,1,60.0,Medium
Employee 395,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 396,8.0,2.0,6.0,7.0,3.0,2.0,3.0,6.0,0,34.0,Medium
Employee 397,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,39.0,Medium
Employee 398,10.0,5.0,6.0,7.0,4.0,3.0,4.0,5.0,0,43.0,Medium
Employee 399,12.0,5.0,7.0,7.0,6.0,3.0,7.0,4.0,1,63.0,Medium
Employee 400,11.0,5.0,5.0,8.0,4.0,3.0,6.0,6.0,0,43.0,Medium
Employee 401,9.0,3.0,4.0,8.0,3.0,2.0,4.0,6.0,0,32.0,Low
Employee 402,9.0,2.0,4.0,8.0,3.0,2.0,4.0,6.0,0,33.0,Medium
Employee 403,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,21.0,Low
Employee 404,13.0,6.0,7.0,7.0,6.0,4.0,8.0,3.0,1,65.0,Medium
Employee 405,8.0,3.0,4.0,8.0,3.0,1.0,2.0,7.0,0,27.0,Low
Employee 406,12.0,5.0,8.0,6.0,8.0,4.0,8.0,2.0,1,76.0,High
Employee 407,7.0,2.0,2.0,9.0,0.0,1.0,1.0,9.0,0,4.0,Low
Employee 408,7.0,1.0,2.0,9.0,1.0,1.0,1.0,8.0,0,13.0,Low
Employee 409,9.0,2.0,7.0,7.0,5.0,3.0,4.0,4.0,1,50.0,Medium
Employee 410,8.0,2.0,3.0,8.0,1.0,2.0,3.0,8.0,0,11.0,Low
Employee 411,8.0,2.0,5.0,8.0,4.0,2.0,2.0,5.0,0,42.0,Medium
Employee 412,11.0,5.0,9.0,6.0,7.0,4.0,6.0,2.0,1,70.0,High
Employee 413,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,41.0,Medium
Employee 414,8.0,2.0,4.0,8.0,2.0,2.0,3.0,7.0,0,25.0,Low
Employee 415,7.0,1.0,3.0,8.0,2.0,1.0,2.0,7.0,0,18.0,Low
Employee 416,8.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,0,28.0,Low
Employee 417,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,44.0,Medium
Employee 418,11.0,5.0,7.0,7.0,5.0,3.0,6.0,4.0,1,52.0,Medium
Employee 419,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,28.0,Low
Employee 420,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 421,7.0,1.0,5.0,8.0,3.0,2.0,2.0,6.0,0,27.0,Low
Employee 422,7.0,1.0,3.0,8.0,1.0,1.0,1.0,8.0,0,14.0,Low
Employee 423,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,1,53.0,Medium
Employee 424,8.0,2.0,3.0,8.0,2.0,1.0,2.0,7.0,0,24.0,Low
Employee 425,11.0,5.0,8.0,6.0,7.0,4.0,6.0,3.0,1,67.0,High
Employee 426,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,38.0,Medium
Employee 427,11.0,3.0,7.0,7.0,6.0,3.0,6.0,3.0,1,65.0,Medium
Employee 428,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,46.0,Medium
Employee 429,10.0,5.0,4.0,8.0,3.0,2.0,5.0,6.0,0,31.0,Low
Employee 430,12.0,5.0,6.0,7.0,6.0,3.0,7.0,4.0,1,55.0,Medium
Employee 431,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 432,12.0,6.0,6.0,7.0,5.0,3.0,7.0,4.0,1,51.0,Medium
Employee 433,8.0,2.0,5.0,8.0,2.0,2.0,3.0,6.0,0,23.0,Low
Employee 434,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,41.0,Medium
Employee 435,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,27.0,Low
Employee 436,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,41.0,Medium
Employee 437,9.0,3.0,3.0,9.0,2.0,2.0,4.0,8.0,0,16.0,Low
Employee 438,12.0,6.0,7.0,7.0,7.0,3.0,7.0,3.0,1,66.0,High
Employee 439,11.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,0,49.0,Medium
Employee 440,8.0,2.0,4.0,8.0,3.0,2.0,3.0,6.0,0,29.0,Low
Employee 441,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,0,47.0,Medium
Employee 442,9.0,3.0,5.0,8.0,3.0,2.0,4.0,6.0,0,31.0,Low
Employee 443,10.0,3.0,7.0,7.0,6.0,3.0,5.0,3.0,1,65.0,Medium
Employee 444,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,51.0,Medium
Employee 445,8.0,2.0,4.0,8.0,2.0,1.0,2.0,7.0,0,20.0,Low
Employee 446,8.0,2.0,4.0,8.0,2.0,1.0,2.0,7.0,0,25.0,Low
Employee 447,11.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,1,57.0,Medium
Employee 448,10.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,0,48.0,Medium
Employee 449,10.0,3.0,8.0,6.0,7.0,3.0,5.0,3.0,1,73.0,High
Employee 450,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,22.0,Low
Employee 451,10.0,3.0,8.0,6.0,6.0,3.0,5.0,3.0,1,59.0,Medium
Employee 452,8.0,2.0,6.0,7.0,3.0,2.0,3.0,6.0,0,33.0,Medium
Employee 453,10.0,3.0,7.0,6.0,6.0,3.0,5.0,4.0,1,55.0,Medium
Employee 454,9.0,2.0,5.0,8.0,4.0,2.0,4.0,6.0,0,36.0,Medium
Employee 455,8.0,2.0,4.0,8.0,3.0,2.0,3.0,7.0,0,27.0,Low
Employee 456,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,41.0,Medium
Employee 457,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,1,53.0,Medium
Employee 458,13.0,6.0,9.0,6.0,7.0,4.0,8.0,2.0,1,74.0,High
Employee 459,11.0,3.0,7.0,7.0,5.0,3.0,6.0,4.0,1,54.0,Medium
Employee 460,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,56.0,Medium
Employee 461,8.0,2.0,5.0,7.0,3.0,2.0,3.0,6.0,0,32.0,Low
Employee 462,12.0,6.0,7.0,7.0,5.0,3.0,7.0,4.0,1,51.0,Medium
Employee 463,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,35.0,Medium
Employee 464,8.0,2.0,5.0,7.0,5.0,2.0,2.0,5.0,0,49.0,Medium
Employee 465,11.0,6.0,8.0,6.0,7.0,3.0,6.0,3.0,1,67.0,High
Employee 466,9.0,3.0,4.0,8.0,3.0,2.0,4.0,7.0,0,29.0,Low
Employee 467,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,40.0,Medium
Employee 468,11.0,5.0,5.0,8.0,4.0,3.0,6.0,6.0,0,35.0,Medium
Employee 469,8.0,2.0,5.0,8.0,2.0,2.0,2.0,6.0,0,23.0,Low
Employee 470,9.0,2.0,6.0,7.0,4.0,3.0,4.0,5.0,0,41.0,Medium
Employee 471,11.0,5.0,7.0,6.0,6.0,3.0,6.0,3.0,1,59.0,Medium
Employee 472,9.0,2.0,5.0,7.0,4.0,2.0,4.0,6.0,0,39.0,Medium
Employee 473,9.0,2.0,6.0,7.0,4.0,2.0,4.0,5.0,0,44.0,Medium
Employee 474,12.0,6.0,8.0,6.0,7.0,4.0,7.0,3.0,1,68.0,High
Employee 475,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,42.0,Medium
Employee 476,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,44.0,Medium
Employee 477,11.0,6.0,7.0,6.0,6.0,3.0,6.0,3.0,1,64.0,Medium
Employee 478,9.0,3.0,3.0,8.0,2.0,2.0,3.0,7.0,0,18.0,Low
Employee 479,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,39.0,Medium
Employee 480,9.0,3.0,4.0,8.0,3.0,2.0,4.0,6.0,0,32.0,Low
Employee 481,11.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,1,58.0,Medium
Employee 482,12.0,6.0,6.0,7.0,5.0,3.0,7.0,5.0,0,49.0,Medium
Employee 483,10.0,5.0,6.0,7.0,6.0,3.0,5.0,4.0,1,60.0,Medium
Employee 484,11.0,3.0,8.0,6.0,6.0,4.0,6.0,3.0,1,65.0,Medium
Employee 485,10.0,5.0,5.0,7.0,3.0,2.0,4.0,6.0,0,29.0,Low
Employee 486,7.0,1.0,3.0,8.0,2.0,1.0,1.0,8.0,0,17.0,Low
Employee 487,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,56.0,Medium
Employee 488,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,43.0,Medium
Employee 489,8.0,2.0,4.0,8.0,3.0,2.0,2.0,6.0,0,29.0,Low
Employee 490,11.0,5.0,7.0,7.0,6.0,3.0,6.0,3.0,1,65.0,Medium
Employee 491,12.0,6.0,7.0,6.0,6.0,4.0,7.0,4.0,1,60.0,Medium
Employee 492,10.0,5.0,5.0,7.0,3.0,3.0,5.0,6.0,0,34.0,Medium
Employee 493,9.0,3.0,6.0,7.0,3.0,2.0,4.0,6.0,0,33.0,Medium
Employee 494,11.0,5.0,5.0,8.0,4.0,3.0,6.0,6.0,0,35.0,Medium
Employee 495,14.0,7.0,8.0,6.0,8.0,4.0,9.0,2.0,1,79.0,High
Employee 496,9.0,2.0,5.0,8.0,4.0,2.0,4.0,6.0,0,41.0,Medium
Employee 497,13.0,6.0,10.0,5.0,9.0,4.0,8.0,1.0,1,86.0,High
Employee 498,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,80.0,High
Employee 499,10.0,5.0,5.0,7.0,3.0,3.0,5.0,6.0,0,32.0,Low
Employee 500,11.0,5.0,9.0,6.0,8.0,4.0,6.0,2.0,1,76.0,High
Employee 501,7.0,1.0,3.0,9.0,2.0,1.0,1.0,8.0,0,15.0,Low
Employee 502,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,54.0,Medium
Employee 503,13.0,6.0,9.0,6.0,7.0,4.0,8.0,2.0,1,70.0,High
Employee 504,12.0,5.0,8.0,6.0,6.0,4.0,7.0,3.0,1,57.0,Medium
Employee 505,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,44.0,Medium
Employee 506,11.0,5.0,5.0,8.0,3.0,3.0,6.0,6.0,0,32.0,Low
Employee 507,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,38.0,Medium
Employee 508,12.0,6.0,9.0,5.0,8.0,4.0,7.0,1.0,1,82.0,High
Employee 509,12.0,5.0,6.0,7.0,6.0,3.0,7.0,4.0,1,58.0,Medium
Employee 510,14.0,7.0,10.0,5.0,9.0,5.0,10.0,1.0,1,94.0,High
Employee 511,11.0,5.0,5.0,7.0,4.0,3.0,6.0,5.0,0,43.0,Medium
Employee 512,9.0,2.0,7.0,7.0,5.0,3.0,4.0,4.0,1,50.0,Medium
Employee 513,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,41.0,Medium
Employee 514,9.0,3.0,3.0,8.0,2.0,2.0,3.0,7.0,0,25.0,Low
Employee 515,11.0,3.0,6.0,7.0,5.0,3.0,6.0,5.0,1,51.0,Medium
Employee 516,11.0,3.0,9.0,6.0,8.0,4.0,7.0,2.0,1,80.0,High
Employee 517,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,36.0,Medium
Employee 518,10.0,5.0,4.0,8.0,4.0,2.0,4.0,6.0,0,38.0,Medium
Employee 519,9.0,2.0,6.0,7.0,4.0,3.0,4.0,5.0,0,41.0,Medium
Employee 520,10.0,5.0,7.0,6.0,6.0,3.0,5.0,3.0,1,64.0,Medium
Employee 521,10.0,3.0,4.0,8.0,3.0,2.0,5.0,7.0,0,30.0,Low
Employee 522,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,44.0,Medium
Employee 523,7.0,2.0,4.0,8.0,2.0,1.0,1.0,7.0,0,15.0,Low
Employee 524,13.0,6.0,8.0,6.0,7.0,4.0,8.0,3.0,1,71.0,High
Employee 525,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,1,54.0,Medium
Employee 526,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,44.0,Medium
Employee 527,8.0,2.0,1.0,10.0,0.0,1.0,2.0,10.0,0,0.0,Low
Employee 528,8.0,2.0,3.0,9.0,2.0,1.0,2.0,8.0,0,15.0,Low
Employee 529,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,77.0,High
Employee 530,9.0,3.0,6.0,7.0,5.0,2.0,3.0,4.0,0,48.0,Medium
Employee 531,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,43.0,Medium
Employee 532,9.0,3.0,3.0,9.0,1.0,2.0,4.0,8.0,0,11.0,Low
Employee 533,11.0,3.0,8.0,6.0,8.0,3.0,6.0,2.0,1,76.0,High
Employee 534,7.0,2.0,5.0,7.0,3.0,2.0,1.0,6.0,0,29.0,Low
Employee 535,12.0,6.0,6.0,7.0,6.0,3.0,7.0,4.0,1,63.0,Medium
Employee 536,12.0,5.0,7.0,6.0,6.0,4.0,7.0,4.0,1,58.0,Medium
Employee 537,10.0,3.0,6.0,7.0,5.0,3.0,5.0,5.0,0,48.0,Medium
Employee 538,7.0,1.0,3.0,8.0,2.0,1.0,1.0,7.0,0,18.0,Low
Employee 539,10.0,5.0,7.0,6.0,6.0,3.0,5.0,3.0,1,60.0,Medium
Employee 540,8.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,0,24.0,Low
Employee 541,8.0,2.0,5.0,8.0,4.0,2.0,3.0,6.0,0,39.0,Medium
Employee 542,11.0,3.0,6.0,7.0,5.0,3.0,6.0,4.0,1,53.0,Medium
Employee 543,9.0,3.0,4.0,8.0,3.0,2.0,3.0,6.0,0,34.0,Medium
Employee 544,9.0,2.0,5.0,7.0,4.0,2.0,4.0,5.0,0,41.0,Medium
Employee 545,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,44.0,Medium
Employee 546,7.0,1.0,2.0,9.0,1.0,1.0,1.0,8.0,0,12.0,Low
Employee 547,10.0,5.0,7.0,7.0,4.0,3.0,5.0,4.0,0,45.0,Medium
Employee 548,10.0,3.0,4.0,8.0,4.0,2.0,5.0,6.0,0,36.0,Medium
Employee 549,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 550,9.0,3.0,4.0,8.0,3.0,2.0,3.0,6.0,0,31.0,Low
Employee 551,12.0,5.0,10.0,5.0,9.0,4.0,8.0,1.0,1,93.0,High
Employee 552,9.0,3.0,3.0,9.0,2.0,1.0,3.0,8.0,0,15.0,Low
Employee 553,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 554,10.0,5.0,5.0,7.0,4.0,3.0,5.0,6.0,0,38.0,Medium
Employee 555,9.0,3.0,4.0,8.0,3.0,2.0,4.0,7.0,0,31.0,Low
Employee 556,8.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,0,27.0,Low
Employee 557,10.0,5.0,7.0,7.0,5.0,3.0,5.0,4.0,0,47.0,Medium
Employee 558,8.0,2.0,6.0,7.0,4.0,2.0,3.0,6.0,0,35.0,Medium
Employee 559,11.0,5.0,7.0,6.0,7.0,3.0,6.0,3.0,1,69.0,High
Employee 560,13.0,6.0,8.0,6.0,7.0,4.0,8.0,2.0,1,69.0,High
Employee 561,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,38.0,Medium
Employee 562,9.0,3.0,7.0,6.0,6.0,3.0,4.0,4.0,1,57.0,Medium
Employee 563,10.0,3.0,8.0,6.0,6.0,3.0,5.0,3.0,1,58.0,Medium
Employee 564,7.0,1.0,3.0,9.0,1.0,1.0,1.0,8.0,0,9.0,Low
Employee 565,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,0,46.0,Medium
Employee 566,7.0,1.0,3.0,8.0,1.0,1.0,1.0,8.0,0,12.0,Low
Employee 567,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,75.0,High
Employee 568,9.0,3.0,1.0,9.0,0.0,1.0,3.0,9.0,0,5.0,Low
Employee 569,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,79.0,High
Employee 570,10.0,5.0,7.0,6.0,6.0,3.0,5.0,3.0,1,63.0,Medium
Employee 571,10.0,5.0,5.0,7.0,4.0,3.0,5.0,5.0,0,42.0,Medium
Employee 572,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,46.0,Medium
Employee 573,9.0,3.0,6.0,7.0,5.0,3.0,4.0,4.0,1,50.0,Medium
Employee 574,9.0,3.0,6.0,7.0,3.0,2.0,3.0,6.0,0,32.0,Low
Employee 575,9.0,2.0,4.0,8.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 576,11.0,6.0,6.0,7.0,5.0,3.0,6.0,4.0,0,49.0,Medium
Employee 577,7.0,1.0,3.0,9.0,2.0,1.0,2.0,8.0,0,16.0,Low
Employee 578,9.0,3.0,4.0,8.0,3.0,2.0,3.0,7.0,0,29.0,Low
Employee 579,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,36.0,Medium
Employee 580,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,22.0,Low
Employee 581,9.0,3.0,3.0,8.0,1.0,2.0,4.0,8.0,0,11.0,Low
Employee 582,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,62.0,Medium
Employee 583,10.0,3.0,7.0,6.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 584,11.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,1,55.0,Medium
